ID,Aggressive,words,sents,numbers,unknowns,punctuation
C95.336,CAG,59,2,3,0,6
C61.744,OAG,5,1,0,0,0
C1035.159.3,OAG,20,1,0,20,0
C577.119,OAG,107,3,0,87,3
C10.149,NAG,3,1,0,0,0
C575.98,OAG,6,1,0,0,0
C10.1376.1,NAG,15,1,0,0,2
C115.42,CAG,17,1,0,0,1
1244961333235331074,OAG,48,1,0,35,0
C1048.199.1,CAG,5,1,0,2,0
C130.43,CAG,31,2,0,0,2
1246045252407844864,OAG,9,2,0,0,1
C579.356,OAG,22,1,0,0,0
1246163683639623680,CAG,29,5,0,36,13
C108.82.3,CAG,50,3,1,0,3
C579.73,OAG,1,1,0,0,0
C1035.76,OAG,7,1,0,5,0
C10.29.4,CAG,16,1,0,0,0
C12.39,NAG,3,1,0,2,1
facebook_corpus_msr_1945442,NAG,0,1,0,1,0
1246400668639711232,OAG,64,2,4,69,5
C579.287,OAG,15,1,0,0,0
C1035.122,CAG,2,1,0,0,0
C579.49,OAG,16,1,0,0,1
1256879944799383554,CAG,7,1,0,0,2
C1035.240,NAG,2,1,0,2,0
C47.2,OAG,33,1,0,19,2
C8.2117,OAG,4,1,0,0,0
1245071045482041344,OAG,41,2,0,0,1
C1033.13,OAG,27,1,0,21,0
C1035.266,NAG,16,1,0,4,0
C61.884,CAG,22,1,0,0,0
C47.72.4,OAG,12,1,0,0,1
facebook_corpus_msr_325596,OAG,55,6,0,0,11
C101.475,CAG,13,1,0,1,0
C101.716,CAG,2,1,1,0,0
C1036.32,NAG,3,1,0,0,1
C579.703,OAG,29,3,0,0,3
C579.666,OAG,10,1,0,0,0
C55.116,NAG,12,5,0,0,4
C54.10,OAG,46,1,0,37,0
facebook_corpus_msr_1226718,OAG,374,37,15,0,66
1245019928941346817,OAG,8,3,0,0,3
C101.375,CAG,8,1,0,0,0
C115.96.1,CAG,5,1,0,0,0
facebook_corpus_msr_1907046,OAG,26,1,1,0,0
1252063476559773698,OAG,40,1,1,35,0
C10.81.1,CAG,7,1,0,0,1
C579.461,OAG,5,1,0,0,0
C10.132,CAG,13,1,0,0,2
C579.364,OAG,3,1,0,9,0
1278706499,OAG,16,1,0,0,3
C579.398,OAG,3,1,0,0,0
C579.550,OAG,6,1,0,0,0
C575.161,OAG,4,1,0,0,0
1246058970352996352,OAG,18,3,0,0,2
C7.858,NAG,13,2,0,2,1
C577.111,CAG,5,1,0,0,4
C577.58,OAG,91,5,0,0,7
C105.38.1,OAG,3,1,0,0,1
637067581216702464,OAG,17,4,0,0,3
C1034.21,CAG,29,1,0,0,2
C68.85,CAG,2,1,0,0,0
C10.437,OAG,4,1,0,0,0
facebook_corpus_msr_2111375,NAG,2,1,0,0,1
C101.543,CAG,52,1,2,0,3
C130.96,OAG,58,6,0,0,9
C10.31,NAG,7,1,0,0,0
C1030.98.2,NAG,15,1,0,12,2
C1039.112,OAG,12,3,0,0,2
C579.395,CAG,15,1,0,6,0
C61.1851,OAG,88,1,0,72,1
C101.367,OAG,61,1,1,0,0
C575.239,CAG,15,1,0,0,0
C575.353,NAG,0,1,0,4,0
C59.1572,OAG,3,3,0,0,2
C24.1355,OAG,487,64,0,0,84
C115.132,CAG,48,3,1,0,3
C1038.221.1,NAG,7,1,0,0,1
C33.5,OAG,11,1,0,0,0
C10.33,NAG,8,1,0,0,0
C575.758,NAG,13,1,0,0,0
C1048.137,OAG,13,1,0,0,0
C575.272,OAG,47,1,0,40,2
C575.121,NAG,8,1,0,6,0
C130.135,NAG,7,1,1,0,1
1278696746,CAG,8,2,0,0,1
1278697039,CAG,20,1,0,0,4
C579.127,OAG,6,1,0,0,0
C12.11,CAG,63,1,1,0,0
C101.347,NAG,7,1,0,0,0
1246075343623958528,NAG,8,1,0,7,0
C575.142,NAG,1,1,0,0,0
1278707446,CAG,6,1,0,1,0
1245425629094273031,OAG,56,1,0,62,4
C45.568,OAG,7,1,1,0,0
C59.1986,OAG,3,1,0,0,0
C579.273,CAG,12,2,0,0,1
C61.2064,OAG,16,1,0,15,0
1278707147,CAG,18,1,0,0,2
C575.632,OAG,4,1,0,3,0
C1035.229.1,OAG,7,2,0,0,1
C101.68,CAG,8,2,0,0,1
C45.687,NAG,7,1,0,0,0
facebook_corpus_msr_556278,NAG,11,1,0,0,0
C577.136,OAG,26,1,0,4,2
C10.61,NAG,5,2,0,0,1
C106.27.1,NAG,0,1,0,3,0
C12.104,NAG,7,1,0,0,3
C1033.2,OAG,74,1,0,66,0
C579.333,NAG,18,1,0,0,0
C1035.224.2,OAG,14,2,0,4,1
C106.11,CAG,28,1,0,0,1
C101.913.3,NAG,3,1,0,0,0
C95.391,NAG,35,3,0,0,2
C1040.353.1,CAG,28,1,0,23,0
C105.7,OAG,9,1,0,0,0
C33.9,CAG,3,1,0,0,0
C579.226,OAG,153,1,1,121,0
C10.133.4,CAG,37,2,0,0,1
C575.744,OAG,86,1,0,83,0
C1038.17,NAG,6,1,0,4,0
C59.649,CAG,34,1,0,30,0
C575.22,CAG,14,1,0,9,0
facebook_corpus_msr_1805556,NAG,3,1,0,0,0
1278706475,NAG,7,1,0,0,4
C579.378,OAG,9,2,0,0,1
1251945007415791618,OAG,16,2,1,0,4
C1048.155,OAG,5,1,0,0,7
C575.30,CAG,34,4,1,3,3
C105.8,CAG,3,1,0,0,0
1245303492354248705,OAG,47,1,0,45,2
C115.54,CAG,8,1,0,0,0
C61.128,OAG,3,1,0,0,0
C579.396,OAG,20,2,0,0,1
C115.107,NAG,7,1,0,0,0
facebook_corpus_msr_300607,OAG,5,1,0,0,0
1278707157,NAG,4,1,0,0,0
C575.248,OAG,9,1,0,8,0
C575.743,CAG,6,1,0,0,1
C1035.251,OAG,14,1,0,0,1
C115.114,CAG,52,13,0,0,14
C575.34,OAG,39,1,0,30,0
C101.915.4,NAG,5,1,0,0,0
1246047071708352513,OAG,13,1,0,0,1
C44.164,OAG,28,1,0,22,0
C579.2,OAG,9,2,0,0,1
C577.281,NAG,8,1,0,3,0
C101.951,NAG,3,1,0,0,0
1246018827315376128,CAG,22,1,0,23,0
C106.6,NAG,4,2,0,0,2
C10.92,NAG,5,1,0,0,0
C101.837,CAG,33,2,3,0,1
1248662944163835904,OAG,12,2,0,0,2
C55.176,OAG,10,1,0,0,0
C95.237.1,NAG,1,1,0,0,0
C575.315,OAG,75,1,0,65,1
C1035.205,OAG,6,1,0,0,0
C45.300,NAG,40,1,0,40,2
C579.607.3,OAG,3,1,0,0,0
1248654671314485248,CAG,45,1,0,39,0
C101.779,CAG,10,1,0,0,0
C65.240,NAG,7,1,0,0,1
1278686054,NAG,8,1,0,0,2
C579.456,OAG,26,1,0,0,0
C101.887,NAG,1,1,0,0,1
C47.115,OAG,5,1,0,0,0
C1038.279.2,NAG,4,1,0,0,1
C101.661,NAG,5,2,0,0,1
C8.1326,OAG,18,2,0,3,2
C4.1982,OAG,6,1,0,2,4
C101.494,CAG,7,1,0,0,0
C95.326,CAG,40,3,0,0,3
C1040.127,NAG,10,1,0,0,1
1247213349189771266,CAG,27,1,0,28,1
C575.661,NAG,9,1,0,4,0
C575.12,OAG,5,1,0,0,0
C1048.121.1,OAG,4,2,0,2,3
1278707349,CAG,19,1,0,0,4
1245418151841431554,NAG,13,1,0,0,0
1278685994,CAG,20,1,0,0,3
C1037.25,OAG,52,1,0,43,2
C95.93,CAG,17,1,0,0,1
C24.2077,OAG,12,1,0,0,0
C575.424,NAG,3,1,0,0,0
C579.691.2,CAG,3,1,0,0,0
C575.185,OAG,20,1,0,19,0
C108.125,NAG,3,1,0,0,0
facebook_corpus_msr_584717,NAG,17,1,0,0,2
C101.721,CAG,14,1,1,0,3
C575.567,NAG,2,1,0,0,0
C1038.19,NAG,7,1,0,0,0
C579.619,OAG,2,1,0,0,0
C115.219,NAG,4,1,0,0,0
C579.503,OAG,19,4,0,0,4
C577.356,NAG,2,1,0,0,0
1246394899164872704,OAG,28,2,0,29,5
1245535654496194560,OAG,22,2,0,0,2
C101.148,CAG,6,1,0,0,0
C130.145,CAG,4,1,0,0,0
C579.365,NAG,11,1,0,0,0
C95.84,CAG,14,1,0,0,1
1278697433,OAG,22,2,0,0,6
C1035.6,NAG,8,1,0,6,0
C4.1426,CAG,21,1,0,0,2
C130.192.2,OAG,50,1,0,0,0
C575.413,NAG,1,1,0,0,0
C575.619,OAG,16,1,0,0,1
facebook_corpus_msr_857714,CAG,6,1,0,0,1
C59.160,OAG,15,1,0,0,1
C115.33,OAG,9,1,0,0,0
facebook_corpus_msr_409081,NAG,9,1,0,0,1
1249799907923202049,OAG,25,4,0,0,3
C44.225,CAG,6,1,0,0,7
C575.592,NAG,4,1,0,0,0
1278705514,OAG,15,3,0,0,4
C8.3708.3,OAG,7,1,0,0,0
C101.709,CAG,6,1,0,0,1
1278706536,CAG,25,2,0,0,1
C47.85,CAG,3,1,0,0,0
C8.3909,OAG,23,1,0,1,1
C36.925,CAG,75,2,0,0,5
C1034.34.4,CAG,32,5,0,0,4
C579.670,OAG,51,9,0,0,9
C60.525,OAG,4,2,0,0,2
C46.99,OAG,17,4,0,10,3
C575.137,OAG,15,2,0,0,3
C10.49,NAG,5,1,0,0,1
C47.103,OAG,12,1,0,0,0
C1039.181,OAG,4,1,0,0,0
facebook_corpus_msr_1945558,CAG,9,1,0,0,0
C95.337,CAG,9,1,0,0,0
C1035.208.2,OAG,8,1,0,8,0
1245935320090083328,OAG,67,1,2,47,0
C101.960.4,NAG,4,1,0,0,0
C95.416,CAG,29,4,0,0,4
C101.811,CAG,9,1,0,0,0
C115.140,CAG,16,1,0,0,3
facebook_corpus_msr_1805012,CAG,28,1,0,0,5
C575.687,OAG,16,1,0,9,0
C115.96.2,CAG,11,1,0,0,0
C8.4029,OAG,25,3,0,1,6
C95.148,CAG,18,1,0,0,0
C579.691.1,CAG,19,1,0,0,3
C579.183,OAG,8,1,0,8,0
C12.8,CAG,8,3,0,0,2
C108.120.1,CAG,11,1,1,0,0
C36.317,OAG,15,1,0,0,0
C46.236.5,OAG,33,2,0,0,2
C575.555,NAG,2,1,0,0,0
1245027717260529666,OAG,22,2,0,15,1
C1035.163.2,NAG,3,1,0,0,0
1245624878528487425,OAG,36,2,0,0,15
facebook_corpus_msr_221680,NAG,16,1,0,0,3
C1040.163,OAG,80,1,0,66,0
C95.9,CAG,13,1,0,0,0
C1039.81,OAG,11,1,0,0,4
C575.348,OAG,69,1,0,63,0
C575.65,OAG,72,1,0,49,0
C7.41,OAG,32,2,0,0,5
C55.132,OAG,8,1,0,0,0
C575.214,NAG,8,1,0,0,0
C579.346,OAG,10,1,0,0,0
1245423187363385344,CAG,28,2,0,0,1
C101.851,CAG,3,1,0,0,0
C36.323,NAG,21,1,0,0,0
C115.7,OAG,7,1,0,0,0
C1038.235,NAG,9,1,0,0,0
1278696341,CAG,5,1,0,1,0
C36.647,OAG,27,1,0,0,0
C1030.7,OAG,2,1,0,2,0
facebook_corpus_msr_1723411,NAG,81,12,0,0,15
C575.722,OAG,2,1,0,0,0
facebook_corpus_msr_1563575,NAG,19,2,0,0,2
C1029.11.1,OAG,47,1,0,0,8
C1048.183,NAG,4,1,0,5,0
C575.593,NAG,20,1,0,0,0
C101.930,NAG,5,1,0,0,0
C1040.162,NAG,6,1,0,4,0
C575.564,NAG,2,1,0,6,0
C95.237,NAG,6,2,0,0,5
C44.68,NAG,17,6,0,2,6
C1048.110.1,CAG,23,2,0,0,1
C44.226.2,OAG,16,1,0,7,1
1247004755743756288,OAG,42,3,0,37,4
1278705891,NAG,17,2,3,0,11
C8.3964,OAG,32,1,0,0,2
C95.321.3,OAG,5,1,0,0,0
C101.931.3,NAG,6,1,0,0,1
C16.185,OAG,4,1,0,0,1
C115.153,OAG,29,1,0,0,3
C575.509,NAG,0,1,0,2,0
C575.473,OAG,1,1,0,0,0
facebook_corpus_msr_1060580,NAG,497,14,13,326,36
C1036.8.1,NAG,11,1,0,0,0
C101.116,CAG,14,1,0,0,1
C95.423,CAG,5,1,0,0,0
C579.309,CAG,6,1,0,0,0
C24.4735.2,OAG,11,3,0,0,2
C579.397,OAG,5,1,0,0,0
C101.697,CAG,15,1,0,0,1
C575.486,OAG,5,1,0,0,0
C8.13071,OAG,253,41,3,2,52
1278706659,NAG,14,2,1,0,1
C575.729,OAG,23,1,0,18,0
C24.146,OAG,54,1,0,55,5
1250398911967031299,OAG,28,4,0,0,8
C95.149,CAG,40,2,0,0,6
C108.29,CAG,25,1,0,0,1
1278705515,NAG,14,1,0,0,1
C61.1198,CAG,11,1,0,10,0
C1037.40,OAG,5,3,0,0,2
1278686817,CAG,6,1,0,0,0
1278706596,NAG,15,2,0,3,4
1278706444,CAG,17,1,0,0,4
1245742894410915841,OAG,8,4,0,0,3
C101.941.5,NAG,4,1,0,0,0
C1038.223,OAG,9,1,0,0,0
C101.470,CAG,10,1,0,0,1
C577.196,NAG,3,1,0,1,0
C1039.217,OAG,1,1,0,0,0
facebook_corpus_msr_1945501,NAG,12,1,0,3,0
facebook_corpus_msr_1196942,NAG,12,1,0,0,1
1245262434455052290,OAG,13,1,0,0,0
C12.121,CAG,14,5,1,0,4
C575.766,OAG,52,1,0,52,0
C1048.194.1,NAG,5,2,0,3,1
C577.347,CAG,12,1,0,13,0
1278706486,NAG,10,1,0,0,1
1278706604,OAG,19,1,0,0,4
C1040.314,OAG,15,1,0,19,0
C575.685,OAG,12,2,0,2,1
C10.27,CAG,13,2,0,0,1
C95.220,NAG,66,5,0,0,5
C95.177.2,NAG,23,1,0,0,0
C101.471,CAG,9,1,0,0,0
1245997172643913728,OAG,25,3,0,0,2
C36.827,NAG,5,1,0,0,0
C579.746,OAG,2,1,0,0,0
C61.39,OAG,12,1,0,11,0
C1034.11,NAG,27,1,0,20,0
C1034.34.5,NAG,169,9,1,0,9
C61.886,CAG,38,6,0,0,6
1246804471373377536,OAG,37,1,3,38,4
1245766507935588354,OAG,80,1,0,75,2
C1039.265,CAG,5,1,0,0,1
C61.1943,CAG,7,1,0,5,0
C579.158,NAG,1,1,0,0,0
C101.466,CAG,23,1,0,0,0
C1035.315.3,OAG,31,4,2,0,5
C1035.134.3,NAG,2,1,1,2,0
C61.1037,OAG,2,1,1,0,1
C10.495,CAG,13,1,0,0,1
C1039.49,OAG,2,1,0,0,0
1278686346,NAG,13,2,0,0,1
C577.299,OAG,27,1,0,1,3
C24.2485,OAG,33,1,0,3,2
C43.126.2,OAG,3,1,0,0,0
C1039.152,OAG,10,1,0,9,1
C59.764,OAG,1,1,0,0,0
C61.1993,OAG,39,1,0,34,2
C101.659,NAG,16,3,0,0,4
C575.226,OAG,23,1,0,20,0
C68.936,OAG,7,1,0,0,0
1278686715,CAG,16,1,0,0,1
1278706847,NAG,15,1,0,0,1
1245401443407777793,NAG,9,1,0,0,1
1248633478377136129,OAG,6,1,0,0,0
C59.182,OAG,6,1,0,4,0
1246022034452295683,OAG,18,4,0,0,3
C1039.108,NAG,30,2,0,0,9
1278686800,CAG,19,2,0,0,1
C44.109,NAG,8,1,0,0,0
1245258741051576320,CAG,26,3,0,0,6
C45.767.1,CAG,5,2,1,0,1
C59.543,OAG,5,1,0,4,0
C33.444.1,OAG,9,1,0,0,2
1246069291281084423,OAG,26,1,0,0,1
C101.270,NAG,9,1,0,0,1
C95.467.1,CAG,4,1,0,0,0
C1048.184,NAG,0,1,0,4,0
1249397301879042048,OAG,35,5,0,0,4
C101.201,CAG,5,1,0,1,0
C108.30.1,CAG,35,4,0,0,4
C577.292,NAG,2,1,0,2,0
C1035.312.2,CAG,12,2,0,10,1
1245899801427877890,OAG,71,1,0,63,5
1278686059,OAG,19,1,0,0,0
C575.236,OAG,1,1,0,0,0
facebook_corpus_msr_1945507,CAG,9,2,0,0,2
1245317434757664769,OAG,23,1,0,21,1
C579.485,NAG,48,5,0,0,5
C579.70,OAG,17,1,0,15,0
C579.241,OAG,19,1,0,0,1
C575.653,NAG,6,2,0,0,2
1245029343580962817,OAG,3,1,0,0,0
C579.421,OAG,3,1,0,0,0
C1031.5,NAG,13,1,0,10,0
C115.91,OAG,49,2,0,0,4
1278707139,NAG,10,1,2,1,5
C115.177.2,OAG,13,1,0,0,2
1278686166,NAG,9,1,0,0,0
C106.29,NAG,11,1,0,0,0
C95.458.2,CAG,19,1,0,0,0
C575.160,OAG,35,1,0,34,0
1246068984958472192,OAG,86,1,0,74,6
C1048.12,CAG,4,1,0,3,0
C108.86,OAG,17,1,0,0,1
C8.4825,OAG,34,61,0,1,61
1278697220,NAG,18,1,0,0,0
1252474698425946117,OAG,20,1,0,0,0
C579.688,OAG,16,2,0,0,1
C1035.243,NAG,3,1,0,2,0
1245775398035550210,CAG,3,1,0,1,0
C575.127,NAG,11,1,0,0,0
C4.1057,OAG,22,3,0,2,2
C101.316,OAG,57,8,1,0,11
C579.495,OAG,6,1,0,0,0
C101.419,CAG,26,2,0,0,5
C38.413,OAG,23,2,0,0,1
C575.768,OAG,3,1,0,0,0
1245864830860312576,OAG,5,1,0,0,1
C10.133.1,NAG,0,1,0,1,0
C1038.159,NAG,3,1,0,0,1
1247559845277917185,OAG,66,1,0,53,1
C1040.113,NAG,2,1,0,0,0
C575.330,CAG,5,1,0,0,0
C579.296,OAG,16,4,0,0,4
facebook_corpus_msr_1537021,NAG,12,1,0,0,0
C101.48,OAG,9,1,0,3,2
C106.43,CAG,6,1,0,0,1
C1038.64,NAG,5,1,0,0,0
C8.4136,OAG,7,2,0,0,5
1278686977,NAG,8,2,0,0,1
C1035.260.4,NAG,7,2,0,0,1
C68.71,OAG,1,1,0,0,0
C12.130,NAG,4,1,0,15,0
C8.11423.2,CAG,448,12,0,0,48
C7.2117,OAG,10,2,0,0,1
C575.18,OAG,8,1,0,0,0
C579.26,OAG,6,1,0,0,0
C1035.181,OAG,70,1,0,62,2
C10.51.1,NAG,8,1,1,8,0
1278697357,NAG,5,1,1,0,2
C101.281,CAG,10,1,0,0,0
1278686988,NAG,14,1,0,0,3
C1039.246,NAG,18,1,0,11,0
834526786969075713,NAG,17,1,0,0,1
C1040.296,NAG,8,1,0,5,1
C101.374,CAG,4,1,0,8,0
1245899070238908417,OAG,81,1,0,66,0
C579.172,OAG,9,1,0,0,0
C1039.227,CAG,8,2,0,0,3
facebook_corpus_msr_656076,OAG,18,1,0,0,0
C1035.139,NAG,0,1,0,10,0
facebook_corpus_msr_53433,CAG,16,6,0,0,6
C101.335,NAG,3,1,0,0,0
C101.197,CAG,14,1,0,0,2
C575.164,NAG,9,1,0,0,0
C579.645,NAG,31,5,0,1,9
C575.221,CAG,20,1,0,0,0
C579.390,NAG,3,1,0,0,1
C1039.29,OAG,5,1,0,0,1
C4.1470,OAG,37,3,1,0,3
C115.100,NAG,31,1,0,0,0
C9.311.3,CAG,61,1,0,63,0
C101.626,CAG,3,1,0,0,0
C579.208,OAG,3,1,0,3,0
C1048.101.4,CAG,2,1,0,1,0
facebook_corpus_msr_956285,OAG,19,3,0,0,2
C24.547,CAG,103,1,0,79,12
C1032.11,OAG,132,1,0,87,0
C10.63,NAG,10,1,0,0,0
C1039.247.4,OAG,10,1,0,0,5
C1040.329,CAG,32,1,0,24,4
C1035.165,OAG,4,1,0,0,0
C1038.222.2,NAG,5,1,0,8,0
C579.413,OAG,3,1,0,0,0
C130.98,CAG,49,1,1,0,0
C579.229,CAG,7,1,0,0,0
C8.3090.5,OAG,21,3,0,0,4
C95.334.2,NAG,2,1,0,4,0
1278706517,CAG,15,1,0,0,1
C1034.13,NAG,34,1,0,28,0
C24.3442,CAG,206,10,4,0,20
C130.74,CAG,3,1,0,0,1
C115.214,NAG,16,4,0,0,5
1246126491408031744,NAG,1,1,0,0,0
C1039.258,OAG,96,9,0,0,12
C575.71,OAG,9,1,0,0,0
C7.641,OAG,6,1,0,0,1
C101.877,CAG,9,1,0,0,0
1245606493694472192,OAG,58,1,0,47,1
C8.4125,OAG,6,1,0,0,0
1245577644780875776,CAG,16,1,0,0,0
C7.780,OAG,25,2,0,0,2
C36.1042,OAG,6,1,0,0,0
C101.242,CAG,4,1,0,0,0
C68.563,OAG,5,1,0,6,0
C95.126,NAG,26,1,0,0,1
1278705088,CAG,15,1,0,0,2
C36.1047,OAG,43,3,0,0,2
C575.549,OAG,11,1,0,9,0
C1035.86,NAG,14,1,0,10,1
C101.871.1,NAG,10,3,0,4,2
C95.210,NAG,21,3,0,0,2
1245774209889886209,OAG,40,5,0,1,4
C10.76,NAG,34,1,0,0,0
1278706498,CAG,12,1,0,0,1
C130.186,NAG,5,1,0,1,0
C44.288,CAG,36,1,0,0,1
C115.45,NAG,6,1,0,0,1
facebook_corpus_msr_1176379,CAG,41,1,1,38,2
C8.7044,OAG,8,1,0,0,1
1245813460807503873,OAG,33,5,0,0,5
C1040.345,NAG,33,3,0,25,6
C101.757,NAG,4,1,0,0,0
C12.109,OAG,102,1,1,0,0
1278707377,NAG,14,1,0,0,2
C36.757.5,OAG,25,1,0,0,1
C1040.31,NAG,21,1,0,15,0
C579.568,OAG,38,1,0,29,0
C579.776,NAG,3,1,0,0,0
C1039.56,OAG,2,1,0,0,0
C36.338,CAG,16,1,0,0,0
C10.1137.1,NAG,37,1,0,0,1
C4.429,OAG,3,1,0,2,0
1278705929,NAG,10,1,0,0,1
C1040.257,CAG,10,1,0,0,0
C579.218,OAG,3,1,0,1,0
C577.63,NAG,15,1,0,0,0
C8.1304,OAG,1,1,0,0,0
C1035.149.1,OAG,9,1,0,7,0
C1038.125,OAG,21,1,0,0,3
facebook_corpus_msr_29202,NAG,3,2,0,0,2
C1040.379,NAG,21,1,0,15,0
C1038.176,NAG,6,1,0,5,0
1245759707316277248,OAG,43,1,0,38,3
C579.339,OAG,3,1,0,0,0
C579.61,OAG,36,5,0,30,7
C1049.3,NAG,28,1,0,0,0
C95.432,NAG,27,1,0,0,0
C577.224,OAG,62,1,0,0,0
1278695827,CAG,11,1,0,0,0
1278696444,CAG,22,1,0,0,7
C8.2679.2,OAG,10,3,0,0,2
C575.324,OAG,16,1,0,14,0
C100.33,CAG,12,1,0,0,0
C1036.22,OAG,60,1,0,49,0
C8.4001,OAG,5,1,0,0,0
C575.754,OAG,6,1,0,0,0
C579.331.5,OAG,231,1,0,186,2
facebook_corpus_msr_1737122,NAG,7,1,0,0,2
C575.430,CAG,19,1,0,0,4
C130.78,CAG,30,5,0,0,4
C1032.23,NAG,6,1,0,6,0
1247637513327398912,OAG,31,3,0,0,4
1246079816228417536,OAG,22,4,0,0,3
C45.542,CAG,7,1,0,6,0
C1048.36,OAG,3,1,0,0,0
C1038.286,NAG,4,1,0,0,0
C101.231,CAG,5,1,0,0,4
C1035.253,OAG,5,1,0,0,6
facebook_corpus_msr_710136,CAG,9,1,0,0,0
C575.659,OAG,21,1,0,0,0
1246083972347473920,NAG,16,1,0,15,5
C32.2,OAG,21,2,0,0,3
C115.92,OAG,19,3,0,0,3
C33.14,NAG,6,1,0,0,0
1252479810766397442,OAG,3,2,0,0,2
C1035.170,NAG,4,1,0,0,0
1245905491198226432,OAG,81,2,0,74,2
C24.1860,OAG,78,1,0,12,11
1278695856,CAG,12,2,0,0,4
1245798897357856768,OAG,18,2,0,0,3
C1048.124,OAG,32,1,0,30,0
C1032.27.3,CAG,66,1,0,52,12
C7.1493.1,OAG,14,1,0,0,0
C95.213,CAG,40,1,0,0,2
C8.128,OAG,8,1,0,0,0
1245998276425306118,OAG,12,1,0,0,0
C579.30,OAG,33,1,0,34,1
facebook_corpus_msr_656387,CAG,89,1,0,71,2
C579.633.1,CAG,7,1,0,0,1
C44.78.1,CAG,6,1,0,0,7
1249378873315168256,OAG,40,1,0,37,3
C101.570,CAG,7,1,0,0,0
C579.502.2,OAG,2,1,0,3,0
C4.996,OAG,61,1,0,0,3
1243081468689014784,OAG,13,2,0,0,1
1252507931221737472,OAG,20,2,4,0,6
1254626615587246080,OAG,6,1,0,5,0
1249404859134005248,OAG,45,2,1,41,4
C575.560,OAG,5,1,0,0,0
C24.91,OAG,5,1,0,0,1
1278687165,NAG,8,1,0,0,2
C575.147,NAG,2,1,0,0,0
C1048.87,OAG,32,1,0,27,1
C115.225,NAG,5,1,0,0,0
C108.54,NAG,5,1,0,0,0
C1035.298.1,NAG,0,1,0,3,0
facebook_corpus_msr_813981,OAG,63,1,0,51,4
1245244086711435264,NAG,22,4,0,0,7
C4.1521,OAG,13,1,0,0,1
C1038.246.4,OAG,14,2,0,0,2
C1048.232.1,CAG,18,4,0,0,4
C100.29,NAG,2,1,0,0,0
C10.147,NAG,39,1,1,0,5
C61.1853,OAG,6,1,0,0,0
C1039.230,OAG,22,3,0,0,3
C12.65,OAG,51,6,0,0,7
C1035.260,OAG,19,1,0,18,0
C579.192.1,OAG,60,1,0,51,0
C1040.260,CAG,7,1,0,0,0
C44.164.2,CAG,22,3,0,0,2
C575.667,OAG,29,1,0,0,0
C8.3555,OAG,2,1,0,0,0
C65.271,NAG,16,1,0,13,0
1245611865318645761,OAG,17,2,0,16,2
C101.202,CAG,16,1,0,0,0
C12.101,NAG,13,1,0,0,0
C1040.221,OAG,6,1,0,0,1
C101.313,NAG,6,1,0,0,0
C95.463,CAG,10,1,0,0,0
C24.2532.1,OAG,7,1,0,0,0
C1038.95.4,NAG,3,2,0,0,2
C101.268,CAG,27,2,0,0,2
C575.574,NAG,0,1,0,9,0
1278697347,CAG,8,1,0,1,0
C38.127.1,CAG,11,1,0,0,3
facebook_corpus_msr_233588,CAG,35,1,2,0,2
facebook_corpus_msr_710078,OAG,22,1,0,0,3
C101.895.5,NAG,4,1,0,0,1
facebook_corpus_msr_1692631,NAG,21,1,0,0,1
C8.1205,OAG,13,5,0,0,4
C1040.158,OAG,114,1,1,83,16
C115.132.2,NAG,40,4,1,0,5
C115.103.1,CAG,26,2,0,0,3
facebook_corpus_msr_809755,CAG,15,1,0,0,4
C58.401,OAG,4,1,0,0,0
C1040.209,OAG,52,1,0,43,0
C1040.388,NAG,22,1,0,19,1
C579.68,OAG,50,1,0,0,0
C65.364,OAG,12,3,0,0,2
C1040.151,NAG,1,1,0,0,0
1278705713,OAG,17,1,0,0,1
C45.514.3,OAG,19,1,0,14,0
1245395161208639488,OAG,12,2,0,10,1
C105.30,OAG,8,1,0,0,0
C45.313,CAG,17,1,0,11,0
C1030.96,CAG,15,5,0,0,5
1278705054,NAG,17,2,0,0,2
C1039.247.5,OAG,65,1,0,53,2
1246077424112037893,OAG,46,1,0,43,3
1245625695155322880,CAG,7,2,0,0,2
facebook_corpus_msr_1987962,NAG,4,1,0,0,1
C101.867,CAG,14,2,0,0,3
C12.138,CAG,4,1,0,0,0
C1035.36,OAG,12,1,0,0,0
C38.633.1,OAG,9,1,0,0,0
C1035.278,NAG,5,1,0,0,0
C1039.94,NAG,12,5,0,0,4
C577.321.4,OAG,10,1,0,0,0
1278687092,NAG,5,2,0,0,1
1246207413306503168,OAG,27,5,0,0,4
C10.135.5,NAG,18,1,0,0,2
C10.739,OAG,22,1,0,0,0
C95.251,CAG,3,1,0,0,0
C24.1497,OAG,8,1,0,0,0
1245824594029748228,OAG,34,3,0,0,4
C1040.142,OAG,24,1,0,19,1
C1035.316.1,OAG,6,2,0,3,1
1250640800234508290,NAG,12,2,3,0,2
1245361160724942848,CAG,34,3,0,0,5
C577.81,OAG,12,1,0,11,5
C575.176,NAG,1,1,0,0,0
C115.3,OAG,12,2,0,0,2
C101.896.3,CAG,14,1,0,0,0
1244977370018107392,CAG,29,1,0,37,1
1278707002,CAG,13,2,0,0,2
C579.701,OAG,14,1,0,2,0
C10.141,NAG,5,1,0,0,0
facebook_corpus_msr_857689,NAG,21,1,1,0,0
C130.5,CAG,12,1,0,0,0
C60.98,OAG,3,1,0,0,0
C579.661,OAG,3,1,0,0,0
