,ID,Gender,words,sents,numbers,unknowns,punctuation
11074,C101.495,NGEN,7,1,0,0,1
11075,1245628819853029378,NGEN,8,2,0,0,1
11076,C101.487,NGEN,13,1,0,0,1
11077,C575.583,NGEN,2,1,0,0,0
11078,C1035.211.1,NGEN,1,1,0,6,0
11079,C108.61,NGEN,7,1,1,10,0
11080,C1035.319.2,NGEN,6,1,0,4,0
11081,1278707140,NGEN,22,1,0,0,2
11082,C108.11,NGEN,7,1,1,0,1
11083,C101.327,NGEN,4,1,0,0,0
11084,C95.336,NGEN,59,2,3,0,6
11085,C61.744,GEN,5,1,0,0,0
11086,C1035.159.3,NGEN,20,1,0,20,0
11087,C577.119,GEN,107,3,0,87,3
11088,C10.149,NGEN,3,1,0,0,0
11089,C575.98,NGEN,6,1,0,0,0
11090,C10.1376.1,GEN,15,1,0,0,2
11091,C115.42,NGEN,17,1,0,0,1
11092,1244961333235331074,NGEN,48,1,0,35,0
11093,C1048.199.1,NGEN,5,1,0,2,0
11094,C130.43,NGEN,31,2,0,0,2
11095,1246045252407844864,NGEN,9,2,0,0,1
11096,C579.356,NGEN,22,1,0,0,0
11097,1246163683639623680,NGEN,29,5,0,36,13
11098,C108.82.3,NGEN,50,3,1,0,3
11099,C579.73,NGEN,1,1,0,0,0
11100,C1035.76,NGEN,7,1,0,5,0
11101,C10.29.4,NGEN,16,1,0,0,0
11102,C12.39,NGEN,3,1,0,2,1
11103,facebook_corpus_msr_1945442,NGEN,0,1,0,1,0
11104,1246400668639711232,NGEN,64,2,4,69,5
11105,C579.287,NGEN,15,1,0,0,0
11106,C1035.122,NGEN,2,1,0,0,0
11107,C579.49,NGEN,16,1,0,0,1
11108,1256879944799383554,NGEN,7,1,0,0,2
11109,C1035.240,NGEN,2,1,0,2,0
11110,C47.2,GEN,33,1,0,19,2
11111,C8.2117,GEN,4,1,0,0,0
11112,1245071045482041344,NGEN,41,2,0,0,1
11113,C1033.13,NGEN,27,1,0,21,0
11114,C1035.266,NGEN,16,1,0,4,0
11115,C61.884,GEN,22,1,0,0,0
11116,C47.72.4,GEN,12,1,0,0,1
11117,facebook_corpus_msr_325596,GEN,55,6,0,0,11
11118,C101.475,NGEN,13,1,0,1,0
11119,C101.716,NGEN,2,1,1,0,0
11120,C1036.32,NGEN,3,1,0,0,1
11121,C579.703,NGEN,29,3,0,0,3
11122,C579.666,NGEN,10,1,0,0,0
11123,C55.116,GEN,12,5,0,0,4
11124,C54.10,GEN,46,1,0,37,0
11125,facebook_corpus_msr_1226718,NGEN,374,37,15,0,66
11126,1245019928941346817,NGEN,8,3,0,0,3
11127,C101.375,NGEN,8,1,0,0,0
11128,C115.96.1,NGEN,5,1,0,0,0
11129,facebook_corpus_msr_1907046,GEN,26,1,1,0,0
11130,1252063476559773698,NGEN,40,1,1,35,0
11131,C10.81.1,NGEN,7,1,0,0,1
11132,C579.461,NGEN,5,1,0,0,0
11133,C10.132,NGEN,13,1,0,0,2
11134,C579.364,NGEN,3,1,0,9,0
11135,1278706499,NGEN,16,1,0,0,3
11136,C579.398,NGEN,3,1,0,0,0
11137,C579.550,NGEN,6,1,0,0,0
11138,C575.161,NGEN,4,1,0,0,0
11139,1246058970352996352,NGEN,18,3,0,0,2
11140,C7.858,GEN,13,2,0,2,1
11141,C577.111,NGEN,5,1,0,0,4
11142,C577.58,NGEN,91,5,0,0,7
11143,C105.38.1,GEN,3,1,0,0,1
11144,637067581216702464,NGEN,17,4,0,0,3
11145,C1034.21,NGEN,29,1,0,0,2
11146,C68.85,GEN,2,1,0,0,0
11147,C10.437,GEN,4,1,0,0,0
11148,facebook_corpus_msr_2111375,NGEN,2,1,0,0,1
11149,C101.543,NGEN,52,1,2,0,3
11150,C130.96,GEN,58,6,0,0,9
11151,C10.31,NGEN,7,1,0,0,0
11152,C1030.98.2,NGEN,15,1,0,12,2
11153,C1039.112,NGEN,12,3,0,0,2
11154,C579.395,NGEN,15,1,0,6,0
11155,C61.1851,GEN,88,1,0,72,1
11156,C101.367,NGEN,61,1,1,0,0
11157,C575.239,NGEN,15,1,0,0,0
11158,C575.353,NGEN,0,1,0,4,0
11159,C59.1572,GEN,3,3,0,0,2
11160,C24.1355,GEN,487,64,0,0,84
11161,C115.132,NGEN,48,3,1,0,3
11162,C1038.221.1,NGEN,7,1,0,0,1
11163,C33.5,NGEN,11,1,0,0,0
11164,C10.33,NGEN,8,1,0,0,0
11165,C575.758,NGEN,13,1,0,0,0
11166,C1048.137,GEN,13,1,0,0,0
11167,C575.272,NGEN,47,1,0,40,2
11168,C575.121,NGEN,8,1,0,6,0
11169,C130.135,NGEN,7,1,1,0,1
11170,1278696746,NGEN,8,2,0,0,1
11171,1278697039,NGEN,20,1,0,0,4
11172,C579.127,NGEN,6,1,0,0,0
11173,C12.11,NGEN,63,1,1,0,0
11174,C101.347,NGEN,7,1,0,0,0
11175,1246075343623958528,NGEN,8,1,0,7,0
11176,C575.142,NGEN,1,1,0,0,0
11177,1278707446,NGEN,6,1,0,1,0
11178,1245425629094273031,NGEN,56,1,0,62,4
11179,C45.568,GEN,7,1,1,0,0
11180,C59.1986,GEN,3,1,0,0,0
11181,C579.273,NGEN,12,2,0,0,1
11182,C61.2064,GEN,16,1,0,15,0
11183,1278707147,NGEN,18,1,0,0,2
11184,C575.632,NGEN,4,1,0,3,0
11185,C1035.229.1,NGEN,7,2,0,0,1
11186,C101.68,NGEN,8,2,0,0,1
11187,C45.687,GEN,7,1,0,0,0
11188,facebook_corpus_msr_556278,NGEN,11,1,0,0,0
11189,C577.136,NGEN,26,1,0,4,2
11190,C10.61,NGEN,5,2,0,0,1
11191,C106.27.1,NGEN,0,1,0,3,0
11192,C12.104,NGEN,7,1,0,0,3
11193,C1033.2,NGEN,74,1,0,66,0
11194,C579.333,NGEN,18,1,0,0,0
11195,C1035.224.2,NGEN,14,2,0,4,1
11196,C106.11,GEN,28,1,0,0,1
11197,C101.913.3,NGEN,3,1,0,0,0
11198,C95.391,NGEN,35,3,0,0,2
11199,C1040.353.1,NGEN,28,1,0,23,0
11200,C105.7,NGEN,9,1,0,0,0
11201,C33.9,NGEN,3,1,0,0,0
11202,C579.226,NGEN,153,1,1,121,0
11203,C10.133.4,NGEN,37,2,0,0,1
11204,C575.744,NGEN,86,1,0,83,0
11205,C1038.17,NGEN,6,1,0,4,0
11206,C59.649,GEN,34,1,0,30,0
11207,C575.22,NGEN,14,1,0,9,0
11208,facebook_corpus_msr_1805556,NGEN,3,1,0,0,0
11209,1278706475,NGEN,7,1,0,0,4
11210,C579.378,NGEN,9,2,0,0,1
11211,1251945007415791618,NGEN,16,2,1,0,4
11212,C1048.155,GEN,5,1,0,0,7
11213,C575.30,GEN,34,4,1,3,3
11214,C105.8,NGEN,3,1,0,0,0
11215,1245303492354248705,NGEN,47,1,0,45,2
11216,C115.54,NGEN,8,1,0,0,0
11217,C61.128,GEN,3,1,0,0,0
11218,C579.396,NGEN,20,2,0,0,1
11219,C115.107,NGEN,7,1,0,0,0
11220,facebook_corpus_msr_300607,NGEN,5,1,0,0,0
11221,1278707157,NGEN,4,1,0,0,0
11222,C575.248,NGEN,9,1,0,8,0
11223,C575.743,NGEN,6,1,0,0,1
11224,C1035.251,NGEN,14,1,0,0,1
11225,C115.114,NGEN,52,13,0,0,14
11226,C575.34,GEN,39,1,0,30,0
11227,C101.915.4,NGEN,5,1,0,0,0
11228,1246047071708352513,NGEN,13,1,0,0,1
11229,C44.164,NGEN,28,1,0,22,0
11230,C579.2,NGEN,9,2,0,0,1
11231,C577.281,NGEN,8,1,0,3,0
11232,C101.951,NGEN,3,1,0,0,0
11233,1246018827315376128,NGEN,22,1,0,23,0
11234,C106.6,NGEN,4,2,0,0,2
11235,C10.92,NGEN,5,1,0,0,0
11236,C101.837,NGEN,33,2,3,0,1
11237,1248662944163835904,NGEN,12,2,0,0,2
11238,C55.176,GEN,10,1,0,0,0
11239,C95.237.1,NGEN,1,1,0,0,0
11240,C575.315,NGEN,75,1,0,65,1
11241,C1035.205,NGEN,6,1,0,0,0
11242,C45.300,GEN,40,1,0,40,2
11243,C579.607.3,NGEN,3,1,0,0,0
11244,1248654671314485248,NGEN,45,1,0,39,0
11245,C101.779,NGEN,10,1,0,0,0
11246,C65.240,GEN,7,1,0,0,1
11247,1278686054,NGEN,8,1,0,0,2
11248,C579.456,NGEN,26,1,0,0,0
11249,C101.887,NGEN,1,1,0,0,1
11250,C47.115,GEN,5,1,0,0,0
11251,C1038.279.2,NGEN,4,1,0,0,1
11252,C101.661,NGEN,5,2,0,0,1
11253,C8.1326,GEN,18,2,0,3,2
11254,C4.1982,GEN,6,1,0,2,4
11255,C101.494,NGEN,7,1,0,0,0
11256,C95.326,NGEN,40,3,0,0,3
11257,C1040.127,NGEN,10,1,0,0,1
11258,1247213349189771266,NGEN,27,1,0,28,1
11259,C575.661,NGEN,9,1,0,4,0
11260,C575.12,NGEN,5,1,0,0,0
11261,C1048.121.1,GEN,4,2,0,2,3
11262,1278707349,NGEN,19,1,0,0,4
11263,1245418151841431554,NGEN,13,1,0,0,0
11264,1278685994,NGEN,20,1,0,0,3
11265,C1037.25,NGEN,52,1,0,43,2
11266,C95.93,NGEN,17,1,0,0,1
11267,C24.2077,GEN,12,1,0,0,0
11268,C575.424,NGEN,3,1,0,0,0
11269,C579.691.2,NGEN,3,1,0,0,0
11270,C575.185,NGEN,20,1,0,19,0
11271,C108.125,NGEN,3,1,0,0,0
11272,facebook_corpus_msr_584717,NGEN,17,1,0,0,2
11273,C101.721,NGEN,14,1,1,0,3
11274,C575.567,NGEN,2,1,0,0,0
11275,C1038.19,NGEN,7,1,0,0,0
11276,C579.619,NGEN,2,1,0,0,0
11277,C115.219,NGEN,4,1,0,0,0
11278,C579.503,NGEN,19,4,0,0,4
11279,C577.356,NGEN,2,1,0,0,0
11280,1246394899164872704,NGEN,28,2,0,29,5
11281,1245535654496194560,NGEN,22,2,0,0,2
11282,C101.148,NGEN,6,1,0,0,0
11283,C130.145,NGEN,4,1,0,0,0
11284,C579.365,NGEN,11,1,0,0,0
11285,C95.84,NGEN,14,1,0,0,1
11286,1278697433,NGEN,22,2,0,0,6
11287,C1035.6,NGEN,8,1,0,6,0
11288,C4.1426,GEN,21,1,0,0,2
11289,C130.192.2,NGEN,50,1,0,0,0
11290,C575.413,NGEN,1,1,0,0,0
11291,C575.619,NGEN,16,1,0,0,1
11292,facebook_corpus_msr_857714,NGEN,6,1,0,0,1
11293,C59.160,GEN,15,1,0,0,1
11294,C115.33,NGEN,9,1,0,0,0
11295,facebook_corpus_msr_409081,NGEN,9,1,0,0,1
11296,1249799907923202049,NGEN,25,4,0,0,3
11297,C44.225,GEN,6,1,0,0,7
11298,C575.592,NGEN,4,1,0,0,0
11299,1278705514,NGEN,15,3,0,0,4
11300,C8.3708.3,GEN,7,1,0,0,0
11301,C101.709,NGEN,6,1,0,0,1
11302,1278706536,NGEN,25,2,0,0,1
11303,C47.85,GEN,3,1,0,0,0
11304,C8.3909,GEN,23,1,0,1,1
11305,C36.925,GEN,75,2,0,0,5
11306,C1034.34.4,NGEN,32,5,0,0,4
11307,C579.670,GEN,51,9,0,0,9
11308,C60.525,GEN,4,2,0,0,2
11309,C46.99,GEN,17,4,0,10,3
11310,C575.137,NGEN,15,2,0,0,3
11311,C10.49,NGEN,5,1,0,0,1
11312,C47.103,GEN,12,1,0,0,0
11313,C1039.181,NGEN,4,1,0,0,0
11314,facebook_corpus_msr_1945558,NGEN,9,1,0,0,0
11315,C95.337,NGEN,9,1,0,0,0
11316,C1035.208.2,NGEN,8,1,0,8,0
11317,1245935320090083328,NGEN,67,1,2,47,0
11318,C101.960.4,NGEN,4,1,0,0,0
11319,C95.416,NGEN,29,4,0,0,4
11320,C101.811,NGEN,9,1,0,0,0
11321,C115.140,NGEN,16,1,0,0,3
11322,facebook_corpus_msr_1805012,NGEN,28,1,0,0,5
11323,C575.687,NGEN,16,1,0,9,0
11324,C115.96.2,NGEN,11,1,0,0,0
11325,C8.4029,GEN,25,3,0,1,6
11326,C95.148,NGEN,18,1,0,0,0
11327,C579.691.1,NGEN,19,1,0,0,3
11328,C579.183,NGEN,8,1,0,8,0
11329,C12.8,NGEN,8,3,0,0,2
11330,C108.120.1,NGEN,11,1,1,0,0
11331,C36.317,GEN,15,1,0,0,0
11332,C46.236.5,GEN,33,2,0,0,2
11333,C575.555,NGEN,2,1,0,0,0
11334,1245027717260529666,NGEN,22,2,0,15,1
11335,C1035.163.2,NGEN,3,1,0,0,0
11336,1245624878528487425,NGEN,36,2,0,0,15
11337,facebook_corpus_msr_221680,NGEN,16,1,0,0,3
11338,C1040.163,NGEN,80,1,0,66,0
11339,C95.9,NGEN,13,1,0,0,0
11340,C1039.81,NGEN,11,1,0,0,4
11341,C575.348,NGEN,69,1,0,63,0
11342,C575.65,NGEN,72,1,0,49,0
11343,C7.41,GEN,32,2,0,0,5
11344,C55.132,GEN,8,1,0,0,0
11345,C575.214,NGEN,8,1,0,0,0
11346,C579.346,NGEN,10,1,0,0,0
11347,1245423187363385344,NGEN,28,2,0,0,1
11348,C101.851,NGEN,3,1,0,0,0
11349,C36.323,GEN,21,1,0,0,0
11350,C115.7,NGEN,7,1,0,0,0
11351,C1038.235,NGEN,9,1,0,0,0
11352,1278696341,NGEN,5,1,0,1,0
11353,C36.647,GEN,27,1,0,0,0
11354,C1030.7,GEN,2,1,0,2,0
11355,facebook_corpus_msr_1723411,NGEN,81,12,0,0,15
11356,C575.722,NGEN,2,1,0,0,0
11357,facebook_corpus_msr_1563575,NGEN,19,2,0,0,2
11358,C1029.11.1,NGEN,47,1,0,0,8
11359,C1048.183,NGEN,4,1,0,5,0
11360,C575.593,NGEN,20,1,0,0,0
11361,C101.930,NGEN,5,1,0,0,0
11362,C1040.162,NGEN,6,1,0,4,0
11363,C575.564,NGEN,2,1,0,6,0
11364,C95.237,NGEN,6,2,0,0,5
11365,C44.68,GEN,17,6,0,2,6
11366,C1048.110.1,NGEN,23,2,0,0,1
11367,C44.226.2,GEN,16,1,0,7,1
11368,1247004755743756288,NGEN,42,3,0,37,4
11369,1278705891,NGEN,17,2,3,0,11
11370,C8.3964,GEN,32,1,0,0,2
11371,C95.321.3,NGEN,5,1,0,0,0
11372,C101.931.3,NGEN,6,1,0,0,1
11373,C16.185,GEN,4,1,0,0,1
11374,C115.153,NGEN,29,1,0,0,3
11375,C575.509,NGEN,0,1,0,2,0
11376,C575.473,NGEN,1,1,0,0,0
11377,facebook_corpus_msr_1060580,NGEN,497,14,13,326,36
11378,C1036.8.1,NGEN,11,1,0,0,0
11379,C101.116,NGEN,14,1,0,0,1
11380,C95.423,NGEN,5,1,0,0,0
11381,C579.309,NGEN,6,1,0,0,0
11382,C24.4735.2,GEN,11,3,0,0,2
11383,C579.397,NGEN,5,1,0,0,0
11384,C101.697,NGEN,15,1,0,0,1
11385,C575.486,NGEN,5,1,0,0,0
11386,C8.13071,GEN,253,41,3,2,52
11387,1278706659,NGEN,14,2,1,0,1
11388,C575.729,NGEN,23,1,0,18,0
11389,C24.146,GEN,54,1,0,55,5
11390,1250398911967031299,NGEN,28,4,0,0,8
11391,C95.149,NGEN,40,2,0,0,6
11392,C108.29,GEN,25,1,0,0,1
11393,1278705515,NGEN,14,1,0,0,1
11394,C61.1198,GEN,11,1,0,10,0
11395,C1037.40,NGEN,5,3,0,0,2
11396,1278686817,NGEN,6,1,0,0,0
11397,1278706596,NGEN,15,2,0,3,4
11398,1278706444,NGEN,17,1,0,0,4
11399,1245742894410915841,NGEN,8,4,0,0,3
11400,C101.941.5,NGEN,4,1,0,0,0
11401,C1038.223,NGEN,9,1,0,0,0
11402,C101.470,NGEN,10,1,0,0,1
11403,C577.196,NGEN,3,1,0,1,0
11404,C1039.217,NGEN,1,1,0,0,0
11405,facebook_corpus_msr_1945501,NGEN,12,1,0,3,0
11406,facebook_corpus_msr_1196942,NGEN,12,1,0,0,1
11407,1245262434455052290,NGEN,13,1,0,0,0
11408,C12.121,NGEN,14,5,1,0,4
11409,C575.766,NGEN,52,1,0,52,0
11410,C1048.194.1,NGEN,5,2,0,3,1
11411,C577.347,NGEN,12,1,0,13,0
11412,1278706486,NGEN,10,1,0,0,1
11413,1278706604,GEN,19,1,0,0,4
11414,C1040.314,NGEN,15,1,0,19,0
11415,C575.685,GEN,12,2,0,2,1
11416,C10.27,NGEN,13,2,0,0,1
11417,C95.220,NGEN,66,5,0,0,5
11418,C95.177.2,NGEN,23,1,0,0,0
11419,C101.471,NGEN,9,1,0,0,0
11420,1245997172643913728,NGEN,25,3,0,0,2
11421,C36.827,GEN,5,1,0,0,0
11422,C579.746,NGEN,2,1,0,0,0
11423,C61.39,GEN,12,1,0,11,0
11424,C1034.11,NGEN,27,1,0,20,0
11425,C1034.34.5,NGEN,169,9,1,0,9
11426,C61.886,GEN,38,6,0,0,6
11427,1246804471373377536,NGEN,37,1,3,38,4
11428,1245766507935588354,NGEN,80,1,0,75,2
11429,C1039.265,NGEN,5,1,0,0,1
11430,C61.1943,GEN,7,1,0,5,0
11431,C579.158,NGEN,1,1,0,0,0
11432,C101.466,NGEN,23,1,0,0,0
11433,C1035.315.3,NGEN,31,4,2,0,5
11434,C1035.134.3,NGEN,2,1,1,2,0
11435,C61.1037,GEN,2,1,1,0,1
11436,C10.495,GEN,13,1,0,0,1
11437,C1039.49,NGEN,2,1,0,0,0
11438,1278686346,NGEN,13,2,0,0,1
11439,C577.299,NGEN,27,1,0,1,3
11440,C24.2485,GEN,33,1,0,3,2
11441,C43.126.2,GEN,3,1,0,0,0
11442,C1039.152,NGEN,10,1,0,9,1
11443,C59.764,GEN,1,1,0,0,0
11444,C61.1993,GEN,39,1,0,34,2
11445,C101.659,NGEN,16,3,0,0,4
11446,C575.226,NGEN,23,1,0,20,0
11447,C68.936,GEN,7,1,0,0,0
11448,1278686715,NGEN,16,1,0,0,1
11449,1278706847,NGEN,15,1,0,0,1
11450,1245401443407777793,NGEN,9,1,0,0,1
11451,1248633478377136129,NGEN,6,1,0,0,0
11452,C59.182,GEN,6,1,0,4,0
11453,1246022034452295683,NGEN,18,4,0,0,3
11454,C1039.108,NGEN,30,2,0,0,9
11455,1278686800,NGEN,19,2,0,0,1
11456,C44.109,GEN,8,1,0,0,0
11457,1245258741051576320,NGEN,26,3,0,0,6
11458,C45.767.1,GEN,5,2,1,0,1
11459,C59.543,GEN,5,1,0,4,0
11460,C33.444.1,GEN,9,1,0,0,2
11461,1246069291281084423,NGEN,26,1,0,0,1
11462,C101.270,NGEN,9,1,0,0,1
11463,C95.467.1,NGEN,4,1,0,0,0
11464,C1048.184,NGEN,0,1,0,4,0
11465,1249397301879042048,NGEN,35,5,0,0,4
11466,C101.201,NGEN,5,1,0,1,0
11467,C108.30.1,GEN,35,4,0,0,4
11468,C577.292,NGEN,2,1,0,2,0
11469,C1035.312.2,NGEN,12,2,0,10,1
11470,1245899801427877890,NGEN,71,1,0,63,5
11471,1278686059,NGEN,19,1,0,0,0
11472,C575.236,NGEN,1,1,0,0,0
11473,facebook_corpus_msr_1945507,NGEN,9,2,0,0,2
11474,1245317434757664769,NGEN,23,1,0,21,1
11475,C579.485,NGEN,48,5,0,0,5
11476,C579.70,NGEN,17,1,0,15,0
11477,C579.241,NGEN,19,1,0,0,1
11478,C575.653,NGEN,6,2,0,0,2
11479,1245029343580962817,NGEN,3,1,0,0,0
11480,C579.421,NGEN,3,1,0,0,0
11481,C1031.5,NGEN,13,1,0,10,0
11482,C115.91,NGEN,49,2,0,0,4
11483,1278707139,NGEN,10,1,2,1,5
11484,C115.177.2,NGEN,13,1,0,0,2
11485,1278686166,NGEN,9,1,0,0,0
11486,C106.29,NGEN,11,1,0,0,0
11487,C95.458.2,NGEN,19,1,0,0,0
11488,C575.160,NGEN,35,1,0,34,0
11489,1246068984958472192,NGEN,86,1,0,74,6
11490,C1048.12,GEN,4,1,0,3,0
11491,C108.86,GEN,17,1,0,0,1
11492,C8.4825,GEN,34,61,0,1,61
11493,1278697220,NGEN,18,1,0,0,0
11494,1252474698425946117,NGEN,20,1,0,0,0
11495,C579.688,NGEN,16,2,0,0,1
11496,C1035.243,NGEN,3,1,0,2,0
11497,1245775398035550210,NGEN,3,1,0,1,0
11498,C575.127,NGEN,11,1,0,0,0
11499,C4.1057,GEN,22,3,0,2,2
11500,C101.316,NGEN,57,8,1,0,11
11501,C579.495,NGEN,6,1,0,0,0
11502,C101.419,NGEN,26,2,0,0,5
11503,C38.413,GEN,23,2,0,0,1
11504,C575.768,NGEN,3,1,0,0,0
11505,1245864830860312576,NGEN,5,1,0,0,1
11506,C10.133.1,NGEN,0,1,0,1,0
11507,C1038.159,NGEN,3,1,0,0,1
11508,1247559845277917185,NGEN,66,1,0,53,1
11509,C1040.113,NGEN,2,1,0,0,0
11510,C575.330,GEN,5,1,0,0,0
11511,C579.296,GEN,16,4,0,0,4
11512,facebook_corpus_msr_1537021,NGEN,12,1,0,0,0
11513,C101.48,NGEN,9,1,0,3,2
11514,C106.43,GEN,6,1,0,0,1
11515,C1038.64,NGEN,5,1,0,0,0
11516,C8.4136,GEN,7,2,0,0,5
11517,1278686977,NGEN,8,2,0,0,1
11518,C1035.260.4,NGEN,7,2,0,0,1
11519,C68.71,GEN,1,1,0,0,0
11520,C12.130,NGEN,4,1,0,15,0
11521,C8.11423.2,GEN,448,12,0,0,48
11522,C7.2117,GEN,10,2,0,0,1
11523,C575.18,NGEN,8,1,0,0,0
11524,C579.26,NGEN,6,1,0,0,0
11525,C1035.181,NGEN,70,1,0,62,2
11526,C10.51.1,NGEN,8,1,1,8,0
11527,1278697357,NGEN,5,1,1,0,2
11528,C101.281,NGEN,10,1,0,0,0
11529,1278686988,NGEN,14,1,0,0,3
11530,C1039.246,NGEN,18,1,0,11,0
11531,834526786969075713,NGEN,17,1,0,0,1
11532,C1040.296,NGEN,8,1,0,5,1
11533,C101.374,NGEN,4,1,0,8,0
11534,1245899070238908417,GEN,81,1,0,66,0
11535,C579.172,NGEN,9,1,0,0,0
11536,C1039.227,NGEN,8,2,0,0,3
11537,facebook_corpus_msr_656076,GEN,18,1,0,0,0
11538,C1035.139,NGEN,0,1,0,10,0
11539,facebook_corpus_msr_53433,NGEN,16,6,0,0,6
11540,C101.335,NGEN,3,1,0,0,0
11541,C101.197,NGEN,14,1,0,0,2
11542,C575.164,NGEN,9,1,0,0,0
11543,C579.645,NGEN,31,5,0,1,9
11544,C575.221,NGEN,20,1,0,0,0
11545,C579.390,NGEN,3,1,0,0,1
11546,C1039.29,NGEN,5,1,0,0,1
11547,C4.1470,GEN,37,3,1,0,3
11548,C115.100,NGEN,31,1,0,0,0
11549,C9.311.3,GEN,61,1,0,63,0
11550,C101.626,NGEN,3,1,0,0,0
11551,C579.208,NGEN,3,1,0,3,0
11552,C1048.101.4,GEN,2,1,0,1,0
11553,facebook_corpus_msr_956285,NGEN,19,3,0,0,2
11554,C24.547,GEN,103,1,0,79,12
11555,C1032.11,NGEN,132,1,0,87,0
11556,C10.63,NGEN,10,1,0,0,0
11557,C1039.247.4,NGEN,10,1,0,0,5
11558,C1040.329,NGEN,32,1,0,24,4
11559,C1035.165,NGEN,4,1,0,0,0
11560,C1038.222.2,NGEN,5,1,0,8,0
11561,C579.413,NGEN,3,1,0,0,0
11562,C130.98,NGEN,49,1,1,0,0
11563,C579.229,NGEN,7,1,0,0,0
11564,C8.3090.5,GEN,21,3,0,0,4
11565,C95.334.2,NGEN,2,1,0,4,0
11566,1278706517,NGEN,15,1,0,0,1
11567,C1034.13,NGEN,34,1,0,28,0
11568,C24.3442,GEN,206,10,4,0,20
11569,C130.74,GEN,3,1,0,0,1
11570,C115.214,NGEN,16,4,0,0,5
11571,1246126491408031744,NGEN,1,1,0,0,0
11572,C1039.258,GEN,96,9,0,0,12
11573,C575.71,NGEN,9,1,0,0,0
11574,C7.641,GEN,6,1,0,0,1
11575,C101.877,NGEN,9,1,0,0,0
11576,1245606493694472192,NGEN,58,1,0,47,1
11577,C8.4125,GEN,6,1,0,0,0
11578,1245577644780875776,NGEN,16,1,0,0,0
11579,C7.780,GEN,25,2,0,0,2
11580,C36.1042,GEN,6,1,0,0,0
11581,C101.242,NGEN,4,1,0,0,0
11582,C68.563,GEN,5,1,0,6,0
11583,C95.126,NGEN,26,1,0,0,1
11584,1278705088,NGEN,15,1,0,0,2
11585,C36.1047,GEN,43,3,0,0,2
11586,C575.549,NGEN,11,1,0,9,0
11587,C1035.86,NGEN,14,1,0,10,1
11588,C101.871.1,NGEN,10,3,0,4,2
11589,C95.210,NGEN,21,3,0,0,2
11590,1245774209889886209,NGEN,40,5,0,1,4
11591,C10.76,NGEN,34,1,0,0,0
11592,1278706498,NGEN,12,1,0,0,1
11593,C130.186,NGEN,5,1,0,1,0
11594,C44.288,GEN,36,1,0,0,1
11595,C115.45,NGEN,6,1,0,0,1
11596,facebook_corpus_msr_1176379,NGEN,41,1,1,38,2
11597,C8.7044,GEN,8,1,0,0,1
11598,1245813460807503873,NGEN,33,5,0,0,5
11599,C1040.345,NGEN,33,3,0,25,6
11600,C101.757,NGEN,4,1,0,0,0
11601,C12.109,NGEN,102,1,1,0,0
11602,1278707377,NGEN,14,1,0,0,2
11603,C36.757.5,GEN,25,1,0,0,1
11604,C1040.31,NGEN,21,1,0,15,0
11605,C579.568,NGEN,38,1,0,29,0
11606,C579.776,NGEN,3,1,0,0,0
11607,C1039.56,NGEN,2,1,0,0,0
11608,C36.338,GEN,16,1,0,0,0
11609,C10.1137.1,GEN,37,1,0,0,1
11610,C4.429,GEN,3,1,0,2,0
11611,1278705929,NGEN,10,1,0,0,1
11612,C1040.257,NGEN,10,1,0,0,0
11613,C579.218,NGEN,3,1,0,1,0
11614,C577.63,NGEN,15,1,0,0,0
11615,C8.1304,GEN,1,1,0,0,0
11616,C1035.149.1,NGEN,9,1,0,7,0
11617,C1038.125,NGEN,21,1,0,0,3
11618,facebook_corpus_msr_29202,NGEN,3,2,0,0,2
11619,C1040.379,NGEN,21,1,0,15,0
11620,C1038.176,NGEN,6,1,0,5,0
11621,1245759707316277248,NGEN,43,1,0,38,3
11622,C579.339,NGEN,3,1,0,0,0
11623,C579.61,GEN,36,5,0,30,7
11624,C1049.3,NGEN,28,1,0,0,0
11625,C95.432,NGEN,27,1,0,0,0
11626,C577.224,NGEN,62,1,0,0,0
11627,1278695827,NGEN,11,1,0,0,0
11628,1278696444,NGEN,22,1,0,0,7
11629,C8.2679.2,GEN,10,3,0,0,2
11630,C575.324,NGEN,16,1,0,14,0
11631,C100.33,NGEN,12,1,0,0,0
11632,C1036.22,NGEN,60,1,0,49,0
11633,C8.4001,GEN,5,1,0,0,0
11634,C575.754,NGEN,6,1,0,0,0
11635,C579.331.5,NGEN,231,1,0,186,2
11636,facebook_corpus_msr_1737122,NGEN,7,1,0,0,2
11637,C575.430,NGEN,19,1,0,0,4
11638,C130.78,NGEN,30,5,0,0,4
11639,C1032.23,NGEN,6,1,0,6,0
11640,1247637513327398912,NGEN,31,3,0,0,4
11641,1246079816228417536,NGEN,22,4,0,0,3
11642,C45.542,NGEN,7,1,0,6,0
11643,C1048.36,NGEN,3,1,0,0,0
11644,C1038.286,NGEN,4,1,0,0,0
11645,C101.231,NGEN,5,1,0,0,4
11646,C1035.253,NGEN,5,1,0,0,6
11647,facebook_corpus_msr_710136,NGEN,9,1,0,0,0
11648,C575.659,NGEN,21,1,0,0,0
11649,1246083972347473920,NGEN,16,1,0,15,5
11650,C32.2,GEN,21,2,0,0,3
11651,C115.92,NGEN,19,3,0,0,3
11652,C33.14,NGEN,6,1,0,0,0
11653,1252479810766397442,NGEN,3,2,0,0,2
11654,C1035.170,NGEN,4,1,0,0,0
