ID	Gender	words	sents	numbers	unknowns	punctuation
C95.109	NGEN	52	6	0	2	7
C108.126	GEN	9	1	0	0	0
C575.64	NGEN	3	1	0	0	0
1246664055709786114	NGEN	26	1	0	22	1
C1038.121	NGEN	3	1	0	0	0
C579.648	NGEN	11	1	0	0	0
C1035.81	NGEN	21	1	0	16	0
facebook_corpus_msr_26277	NGEN	4	1	0	0	0
C24.3904	GEN	54	1	0	0	1
C1038.117	NGEN	8	4	0	0	4
C101.279	NGEN	3	1	0	0	0
1243033584794918915	NGEN	8	2	0	0	1
C575.35	NGEN	2	1	0	0	0
C95.183	NGEN	8	2	0	0	2
1278686980	NGEN	19	2	0	0	1
facebook_corpus_msr_656296	NGEN	10	1	0	10	0
facebook_corpus_msr_1939487	NGEN	13	1	0	0	1
C1035.244	NGEN	54	1	0	46	0
C101.672	NGEN	9	1	0	0	0
C1039.26	NGEN	7	2	0	0	2
C101.554	NGEN	13	1	0	0	0
C575.374	NGEN	39	3	0	0	2
C1038.269	NGEN	5	1	0	4	0
C101.799.1	NGEN	2	1	1	0	0
1245594196645273601	NGEN	42	5	0	0	4
C1035.135	NGEN	18	1	0	14	0
C575.414	NGEN	3	1	0	0	0
C47.114	GEN	4	1	0	0	0
C101.544	NGEN	31	1	0	0	1
C36.1146.5	GEN	47	2	0	0	5
C1040.264	NGEN	26	1	0	20	1
C24.3944.1	GEN	33	4	0	0	4
C61.2012	GEN	49	1	0	44	0
C579.548.4	NGEN	1	1	0	0	0
C61.1712	GEN	6	1	0	5	0
C101.908	NGEN	21	1	0	0	0
C579.392	NGEN	260	2	0	215	24
C61.373	GEN	2	1	0	0	0
C1030.8	NGEN	58	1	0	0	0
1278686223	NGEN	7	1	0	1	2
C579.340.1	NGEN	6	1	0	0	1
C1035.323.2	GEN	21	3	0	0	3
C579.233	NGEN	43	5	0	0	7
C101.531	NGEN	42	3	1	0	4
1245198403731992576	NGEN	2	1	0	0	0
facebook_corpus_msr_221579	NGEN	48	1	0	41	0
C577.331	NGEN	10	1	1	0	0
C8.4467	GEN	9	1	0	0	1
1246814689264144384	NGEN	19	1	0	20	0
C1038.100	NGEN	3	1	0	0	1
C579.256	NGEN	11	1	0	0	4
C101.855	NGEN	6	1	0	0	1
C108.85.2	GEN	28	1	0	0	0
C95.17	NGEN	5	3	2	0	15
C101.823	NGEN	6	1	0	0	1
C1040.298	NGEN	15	4	0	0	4
C8.13548	GEN	126	2	0	0	17
1245461724922130435	NGEN	11	3	0	0	2
C59.1508	GEN	7	4	0	0	3
C10.412	GEN	11	2	0	0	2
C579.72	NGEN	2	1	0	0	0
C101.286	NGEN	17	1	0	0	0
1278696636	NGEN	12	1	1	1	5
C579.20	NGEN	22	1	0	20	1
facebook_corpus_msr_2126402	NGEN	9	1	0	0	2
C1035.143	NGEN	6	1	0	4	0
C95.390	NGEN	11	1	0	0	0
C7.576.1	GEN	17	1	2	0	1
1278686742	NGEN	12	1	0	0	0
C575.265	NGEN	14	2	0	0	1
C1039.47	NGEN	3	1	0	0	0
C579.278	NGEN	24	4	0	0	8
1246074885899563011	NGEN	35	4	0	0	6
C1039.261.3	NGEN	3	2	0	1	1
C577.55	NGEN	17	1	0	0	0
1278686120	NGEN	9	1	0	0	0
1245932700348723200	NGEN	40	1	0	32	0
C101.600	NGEN	4	1	0	0	0
C579.207	NGEN	15	1	0	5	0
1246096503929630721	NGEN	43	1	0	42	0
C8.3095	GEN	37	5	0	0	8
C577.332	NGEN	31	4	0	1	4
C100.42	GEN	3	1	0	0	0
1278707437	NGEN	16	1	0	2	1
C579.476	NGEN	7	1	0	0	5
1245581189588516864	NGEN	25	2	0	3	4
C8.2212	GEN	5	1	0	2	3
C8.9767.1	GEN	4	1	0	0	0
C575.744.5	NGEN	7	1	0	0	0
C1036.2.1	NGEN	18	7	0	0	6
C575.522	NGEN	5	1	0	0	0
C105.28	NGEN	28	2	0	0	5
C577.69	NGEN	22	1	0	18	0
C101.802	NGEN	4	1	0	2	5
C68.108	GEN	6	2	0	0	2
C8.3027	GEN	16	1	0	4	0
C105.26.2	NGEN	22	9	0	0	10
C577.186	NGEN	6	1	0	0	1
1278707092	NGEN	4	1	0	0	0
C1038.293	NGEN	20	1	0	0	3
C579.417	NGEN	16	1	0	13	0
C1048.206	NGEN	70	5	0	0	8
C579.94	NGEN	106	1	1	93	5
C579.502	NGEN	3	1	1	0	1
C1039.237	GEN	10	1	0	0	0
C101.756	NGEN	40	2	2	0	2
C10.3	NGEN	2	1	0	0	0
1278696109	NGEN	11	2	0	0	1
1278696658	NGEN	22	1	0	0	6
1245247950692872198	NGEN	26	3	0	0	3
C12.56	GEN	26	1	0	0	1
C579.697	NGEN	1	1	0	0	0
C1035.118	NGEN	4	1	0	3	0
C33.19	NGEN	25	2	1	0	2
C33.26	NGEN	4	1	0	0	0
C33.35.1	NGEN	37	10	2	0	9
C577.137	GEN	88	6	0	75	1
C101.872	NGEN	44	3	0	0	7
C577.10	NGEN	10	2	0	0	2
1250492661057781760	NGEN	16	1	0	11	0
facebook_corpus_msr_484116	NGEN	5	1	0	0	1
C101.798	NGEN	17	2	0	0	1
C38.176	GEN	11	2	0	0	1
1278685507	NGEN	7	3	0	0	3
C101.924.5	NGEN	2	1	0	0	0
facebook_corpus_msr_656269	NGEN	27	3	0	0	2
C579.427	NGEN	32	1	0	0	0
C579.455	NGEN	9	1	0	0	1
1245636852339503104	NGEN	15	1	0	1	0
C100.42.1	NGEN	9	1	0	0	0
1278695946	NGEN	8	1	0	0	1
C1038.227	NGEN	3	1	0	0	1
C1030.23.1	GEN	1	1	0	0	0
1245735652798259215	NGEN	39	1	0	35	1
C575.629	NGEN	35	1	0	31	0
C59.870	GEN	4	1	0	0	0
C579.16	NGEN	12	1	0	0	0
C577.152	GEN	3	1	0	0	1
1278696608	NGEN	7	1	0	4	0
C12.108	NGEN	7	1	1	0	0
C1035.202	NGEN	2	1	0	0	1
C1034.12	NGEN	7	2	0	0	2
C38.74	GEN	6	2	0	0	2
C575.744.4	NGEN	7	1	0	0	0
C95.175	NGEN	3	1	0	0	0
1246087668204630019	NGEN	80	1	0	77	8
C8.4716	GEN	2	1	0	0	0
C1040.33.1	NGEN	702	3	0	750	55
C61.467	GEN	5	1	0	0	0
C101.946	NGEN	6	1	0	0	1
1278707352	NGEN	16	1	0	0	1
C579.676.1	NGEN	2	1	0	0	0
facebook_corpus_msr_1432698	NGEN	79	1	0	72	1
C12.136	NGEN	18	1	0	0	1
1278705524	NGEN	12	4	0	0	4
C130.151	GEN	25	4	2	1	3
C38.482	GEN	14	2	0	0	2
C577.288	NGEN	7	1	0	3	0
1278686134	NGEN	4	1	0	0	0
C577.59	NGEN	172	1	2	0	69
1278696343	NGEN	10	3	0	0	2
C61.1326	GEN	6	1	0	0	0
C579.479	NGEN	60	2	0	0	1
C60.424	GEN	13	1	0	0	0
C1039.174	NGEN	3	1	0	0	0
C101.765	NGEN	6	1	0	0	0
C61.56	GEN	3	1	0	0	0
C579.115	NGEN	70	3	0	0	5
C7.881	GEN	10	2	0	0	1
C577.230	NGEN	6	1	0	0	1
facebook_corpus_msr_1487726	NGEN	5	1	0	0	0
facebook_corpus_msr_2041577	NGEN	12	3	0	0	2
facebook_corpus_msr_710012	NGEN	9	1	0	8	1
facebook_corpus_msr_1432701	NGEN	3	1	0	0	0
C101.351	NGEN	29	2	0	0	3
C101.359	NGEN	11	1	0	0	0
1246392898956001280	NGEN	10	2	0	0	1
C575.375	NGEN	12	1	0	0	1
C95.341.3	NGEN	7	1	0	0	0
C1034.34.2	NGEN	18	2	0	0	2
C62.299	GEN	6	1	0	6	0
C44.98	NGEN	23	2	0	0	4
C575.565	NGEN	5	1	0	0	0
C579.369	NGEN	32	1	0	0	0
facebook_corpus_msr_1775234	NGEN	9	1	0	0	0
C1040.188	GEN	10	1	0	9	0
1278696093	NGEN	13	1	1	0	3
1245290363843162112	NGEN	6	2	0	0	1
C1048.126.1	NGEN	8	2	0	2	2
C1039.192	NGEN	1	1	0	0	0
C1036.3	NGEN	5	1	0	0	0
C24.2774	GEN	66	4	1	0	7
C577.116	NGEN	9	1	1	4	1
C579.629	NGEN	12	1	0	0	0
1250465817839333381	NGEN	29	1	0	0	1
C579.370	NGEN	12	1	0	0	1
1245411965159133184	NGEN	26	3	0	0	3
1245284815525621766	NGEN	57	1	0	51	1
C105.38	GEN	2	1	0	0	0
C130.16	NGEN	11	2	0	0	2
C577.14	NGEN	5	1	0	0	0
C575.366	NGEN	11	1	0	0	0
C95.36	NGEN	5	1	0	0	0
C575.442	NGEN	12	4	0	7	4
C10.1061	GEN	7	1	0	0	1
C579.738.3	NGEN	39	2	0	0	2
C45.516	GEN	10	1	0	0	1
C575.257	NGEN	5	1	0	0	0
C577.23	NGEN	8	1	0	0	0
1278686704	NGEN	19	1	0	0	2
C579.563	NGEN	4	1	0	0	0
C575.679	NGEN	22	5	0	1	7
C101.74	NGEN	7	1	0	0	0
C4.874	GEN	10	1	0	0	0
C61.133	GEN	7	1	0	6	0
C1035.134.2	NGEN	0	1	1	0	0
C10.585	GEN	16	3	0	0	2
C12.90	NGEN	27	1	0	0	0
C68.208	GEN	5	1	0	0	0
C1048.237.2	NGEN	11	2	0	3	1
C579.608	NGEN	24	1	0	0	0
C60.589	GEN	33	7	0	4	22
C579.604	NGEN	12	1	0	0	0
1245880780775030784	NGEN	50	4	0	0	7
C1039.24	NGEN	9	1	0	7	1
C52.68	GEN	2	1	1	0	0
facebook_corpus_msr_382385	NGEN	3	1	0	0	0
C575.481	NGEN	15	1	0	14	0
C130.107.1	NGEN	5	1	0	0	0
1245975927844040704	NGEN	7	2	0	0	1
C54.3	GEN	42	1	0	33	0
1278696273	NGEN	23	1	0	0	3
1245584758895046661	NGEN	19	3	0	0	2
C8.2332	GEN	9	1	0	0	0
C47.126	GEN	7	1	0	0	1
C61.203	GEN	3	1	0	2	0
C8.2905.3	GEN	6	1	0	0	0
facebook_corpus_msr_325583	NGEN	83	10	1	0	14
C8.3941	GEN	7	1	0	0	0
facebook_corpus_msr_233808	NGEN	26	1	0	0	1
C8.8322	GEN	2	1	0	0	0
C579.672	NGEN	3	1	0	0	1
C54.69	GEN	19	1	0	0	3
C46.118	GEN	32	1	0	25	2
C1035.51	NGEN	21	4	0	0	5
C10.50	NGEN	56	3	0	0	10
1245552214724227072	NGEN	20	2	0	0	1
C106.14	NGEN	4	1	0	0	0
C575.125	NGEN	8	1	0	7	0
C95.316.3	NGEN	17	5	0	0	5
C61.2246	GEN	6	1	0	5	0
C579.254	NGEN	6	1	0	5	0
C95.131.1	NGEN	8	1	0	0	0
C95.154	NGEN	32	1	0	0	0
C130.137	NGEN	12	1	0	2	0
1244894626336530432	NGEN	31	3	0	0	2
C579.351	NGEN	40	2	0	0	2
1245665558634172418	GEN	16	1	0	0	0
C1036.23.2	NGEN	5	1	0	0	0
C1049.21	NGEN	6	1	0	5	0
C10.107.1	NGEN	1	1	0	6	0
C108.130	GEN	13	1	0	0	0
C575.708	NGEN	3	2	0	0	2
C4.2130.1	GEN	12	1	0	0	0
1278697023	NGEN	18	5	0	2	7
1247398599916322816	NGEN	22	1	0	0	3
1246386260438134787	NGEN	23	1	0	0	2
C577.259	NGEN	15	1	0	10	4
C10.9	NGEN	3	1	0	0	1
C106.9	GEN	19	1	1	0	1
C9.177	GEN	1013	16	2	829	56
C130.114	NGEN	16	1	0	0	2
facebook_corpus_msr_1805575	NGEN	3	3	0	1	3
C1034.52	NGEN	111	1	0	81	7
C101.19	NGEN	26	1	0	0	1
C579.217.1	NGEN	16	1	0	9	0
C575.487	NGEN	0	1	0	3	0
C101.321	NGEN	4	1	0	0	0
C101.862	NGEN	2	1	0	0	0
C579.664	NGEN	29	2	0	0	3
C12.141.2	NGEN	4	1	0	0	0
C95.455.1	NGEN	10	1	0	0	2
C1040.96	NGEN	19	1	0	18	0
C101.267	NGEN	13	1	0	0	0
C95.327	NGEN	39	1	0	0	3
C577.37	NGEN	25	4	0	2	1
C7.1949	GEN	16	2	0	0	5
1245161510684332032	NGEN	34	2	0	28	1
facebook_corpus_msr_1939494	NGEN	5	1	0	0	1
C4.689	GEN	7	1	0	2	0
C1039.247.3	NGEN	10	1	0	0	0
C60.830	GEN	12	1	0	0	1
C108.138	NGEN	5	1	0	0	0
1278696854	NGEN	18	1	0	0	1
C115.14	NGEN	28	1	0	0	3
C101.295	NGEN	7	1	0	0	0
C101.883.1	NGEN	4	2	0	0	1
C8.16658	GEN	2	1	0	0	0
C68.689	GEN	5	1	0	0	1
C1032.25.1	NGEN	8	1	0	5	0
C575.440	NGEN	6	1	0	0	0
1246815737517191169	NGEN	33	1	0	28	3
C575.273	NGEN	12	1	0	0	0
C101.410	NGEN	10	1	0	0	1
C577.181.4	NGEN	106	6	2	2	6
C10.146	GEN	4	1	0	0	0
C115.171.2	NGEN	14	1	0	0	1
1245686134992076805	NGEN	30	1	0	24	0
C55.101	GEN	6	1	0	0	1
1244962955306795009	NGEN	35	1	0	31	0
1249991361513656328	NGEN	15	2	0	0	6
C575.468	NGEN	6	1	0	4	0
C1036.13	NGEN	21	1	0	19	0
1253726720533729281	NGEN	6	2	0	0	1
C575.501	NGEN	21	1	0	19	0
C577.291	GEN	102	1	0	77	6
C115.218	NGEN	4	1	0	0	0
1278686017	NGEN	13	1	0	0	1
C101.595	NGEN	9	1	0	0	0
1246668137950367744	NGEN	26	4	2	0	4
C115.76	NGEN	25	1	1	0	0
C1038.20	NGEN	3	1	0	0	0
C577.181.3	NGEN	7	1	0	2	0
C25.604	GEN	5	1	0	0	0
1246062948558094338	NGEN	34	1	0	33	1
1245433931471523840	NGEN	38	1	0	39	4
1245683631324045313	NGEN	66	2	1	59	1
C95.378	NGEN	16	1	0	0	0
C10.106.1	NGEN	15	1	0	0	3
C115.128.1	NGEN	93	8	1	0	7
1246780015229849600	NGEN	6	1	0	0	0
C579.747	NGEN	3	1	0	0	0
C115.28	NGEN	26	1	0	0	4
C579.169	NGEN	37	1	0	0	0
C61.671	GEN	5	3	0	0	3
C33.23	NGEN	3	1	0	3	0
C579.740	NGEN	2	1	0	0	0
C1038.30	NGEN	18	1	0	17	0
C577.233	NGEN	2	1	2	3	2
facebook_corpus_msr_1155477	NGEN	26	1	0	24	0
C8.1084	GEN	16	3	0	0	3
1278707055	NGEN	21	1	0	0	6
C115.1	NGEN	17	1	0	0	1
C575.289	NGEN	6	1	0	0	0
C1040.388.1	GEN	9	1	0	16	0
C579.674.3	NGEN	16	1	0	13	0
C575.737	NGEN	14	1	0	12	0
C95.347.3	NGEN	7	1	0	0	0
C130.79	NGEN	13	2	1	0	3
C575.215	NGEN	8	1	0	0	2
C95.49	NGEN	22	1	0	0	1
C579.673	NGEN	12	1	0	0	3
C1038.51	NGEN	3	1	0	0	0
1278696396	NGEN	16	1	0	0	2
C579.610	NGEN	17	1	0	0	0
C8.4645	GEN	5	1	0	1	0
C95.165	NGEN	23	1	0	0	1
facebook_corpus_msr_1805525	NGEN	3	1	0	0	0
C65.442	GEN	3	1	0	2	0
C101.792	NGEN	31	2	0	1	4
facebook_corpus_msr_814332	NGEN	6	1	0	0	0
1278696557	NGEN	6	2	0	0	4
C95.322.3	NGEN	5	1	0	0	1
C579.186	NGEN	13	1	0	0	0
C101.260	NGEN	24	1	0	0	0
C1040.215	NGEN	5	1	0	0	1
C575.109	GEN	30	3	0	0	8
C8.4218.1	GEN	5	1	0	0	0
C12.154	NGEN	19	1	0	0	0
1245736967167528961	NGEN	6	3	0	0	2
C7.420.2	GEN	3	1	0	0	0
C48.35	GEN	5	1	0	0	0
C577.191	NGEN	6	1	0	11	0
C1039.50	NGEN	13	1	0	0	0
1246668594479427595	NGEN	25	3	1	0	12
C101.276	NGEN	11	2	0	0	4
1252779099384418306	NGEN	3	2	0	0	1
C95.439	NGEN	10	1	0	0	0
C579.231	NGEN	18	1	0	0	0
C12.116	NGEN	6	1	0	0	0
1245627393844248576	NGEN	30	4	0	0	5
C577.4	NGEN	1	1	0	0	0
1251886466826940418	NGEN	37	6	0	0	5
C1038.177	NGEN	5	1	0	3	0
C46.126	GEN	9	1	0	7	0
1245996579330215941	NGEN	16	2	0	0	2
C12.144.2	NGEN	8	1	0	0	0
C60.742	GEN	3	1	0	2	0
C10.58.1	NGEN	20	1	0	0	0
C108.19	NGEN	12	1	0	1	0
facebook_corpus_msr_233551	NGEN	48	1	0	0	0
1245586064682541058	NGEN	6	2	0	0	1
C579.104	NGEN	3	1	0	0	1
C101.42	NGEN	16	1	0	0	0
C68.725	GEN	2	1	0	0	0
C36.404	GEN	17	1	0	0	2
C101.218	NGEN	22	1	0	0	0
C101.646	NGEN	11	1	0	0	0
facebook_corpus_msr_716079	NGEN	11	1	0	11	0
C59.178	NGEN	0	1	0	20	0
C1038.185	NGEN	8	1	0	0	0
C575.723	NGEN	15	1	0	15	0
C95.214	NGEN	72	4	0	0	3
C1040.25.4	NGEN	7	1	0	6	0
C1040.378	NGEN	12	1	0	8	1
C4.613	GEN	2	1	0	0	0
C101.113	NGEN	39	1	0	0	0
1278686278	NGEN	13	1	0	12	1
C108.50	NGEN	17	1	0	0	0
C33.41	NGEN	12	1	0	0	1
C1035.230	NGEN	4	1	0	5	0
C100.45	NGEN	1	1	0	3	0
C45.357	GEN	17	1	0	0	0
1249174866697355265	NGEN	58	2	1	54	5
C101.899.4	NGEN	4	1	0	0	0
1278696802	NGEN	7	1	0	0	0
C1039.133	NGEN	3	1	0	0	0
1247054844348764160	NGEN	10	2	0	0	1
C12.57	NGEN	6	1	0	0	0
1245643237433335808	NGEN	16	2	0	0	1
1278697287	NGEN	5	1	0	0	4
C36.852.5	GEN	12	1	0	0	0
C577.93	NGEN	95	3	0	0	7
C7.631.1	GEN	2	1	0	0	0
1246390919537950721	NGEN	36	1	0	33	1
C1040.37.1	NGEN	23	4	0	17	7
C1035.24	NGEN	2	1	0	0	0
C101.891	NGEN	25	3	0	0	2
C12.94	NGEN	2	1	0	4	0
C10.110	GEN	13	1	0	0	0
C1040.242	NGEN	1	1	0	0	0
C8.3344	GEN	22	1	0	0	0
C1048.247.1	NGEN	15	1	0	13	0
C33.200	GEN	67	2	1	0	1
C577.306	NGEN	53	2	0	48	1
C46.156	GEN	7	2	0	0	2
1251060017391734784	NGEN	20	3	0	0	3
C1035.324.5	NGEN	23	2	3	1	2
C1034.30.1	NGEN	3	2	0	0	2
C95.299	NGEN	12	2	0	0	2
C130.178	NGEN	3	1	0	0	0
1245350082561499139	NGEN	14	1	0	0	2
C575.563	NGEN	6	1	0	5	0
C1040.11	NGEN	10	2	0	0	2
C59.1771	GEN	2	1	0	0	0
C130.65	NGEN	13	1	0	0	0
C575.744.3	NGEN	8	1	0	0	0
C10.64.3	NGEN	14	1	0	0	0
C36.1078.2	GEN	8	1	0	0	0
C1048.172	GEN	3	1	0	0	0
1247063245774413824	NGEN	2	1	0	0	0
C95.65	NGEN	51	3	0	0	3
1245845831556558848	NGEN	49	1	0	47	1
C579.637.1	NGEN	3	1	0	0	0
C1040.204	NGEN	4	1	0	0	0
facebook_corpus_msr_1684384	NGEN	7	1	0	0	1
C36.540	GEN	7	2	0	0	2
C1048.52	GEN	5	1	0	0	0
1278696877	NGEN	16	3	0	0	3
C1030.85	NGEN	9	2	0	0	1
1245421597583785984	NGEN	48	4	0	41	3
1245783090057773056	NGEN	45	1	0	43	1
C8.4174	GEN	9	1	0	0	3
C575.587	NGEN	13	1	0	8	0
C101.25	NGEN	13	1	0	0	0
C1036.19	NGEN	16	1	0	0	8
C7.470.1	GEN	128	6	0	0	16
C4.694.5	GEN	8	1	0	2	1
C1040.39	NGEN	47	1	0	34	0
C1039.15	NGEN	2	1	0	0	0
C8.3537	GEN	19	1	0	0	2
C95.23	NGEN	8	1	0	0	0
facebook_corpus_msr_233982	NGEN	15	1	0	0	1
C1035.141	NGEN	8	3	0	0	3
C1034.7	NGEN	31	1	0	24	0
facebook_corpus_msr_1261751	NGEN	2	1	0	0	0
C10.57	NGEN	139	1	4	0	21
C95.431.1	NGEN	1	1	0	0	0
C1039.260.2	NGEN	119	1	0	99	0
C575.116	NGEN	29	3	1	23	5
C1034.38	NGEN	108	2	0	91	1
C7.642.1	GEN	90	1	1	0	0
1278705677	NGEN	13	1	0	3	1
C61.754.1	GEN	8	1	0	7	0
1245583747849715712	GEN	21	1	0	23	0
facebook_corpus_msr_2111214	NGEN	25	2	0	0	4
C10.122	NGEN	3	1	0	0	1
C579.220	NGEN	3	1	0	0	0
C579.187	NGEN	0	1	0	0	2
C1030.100.2	NGEN	9	1	0	6	0
C65.47	GEN	8	1	0	0	0
1245938303376883712	NGEN	3	2	0	0	1
C95.206	NGEN	11	2	0	0	1
C101.34	NGEN	7	1	0	0	0
C95.122	NGEN	11	1	0	0	0
facebook_corpus_msr_1945607	NGEN	0	1	0	5	0
C575.119	NGEN	5	1	0	0	0
C108.70.1	NGEN	2	1	0	3	0
C100.19	NGEN	2	1	0	0	0
C101.106	NGEN	4	1	0	0	1
C101.490	NGEN	18	1	0	0	0
C7.953.1	GEN	40	2	0	0	3
C575.243	NGEN	21	1	0	0	0
C101.225	NGEN	35	1	1	0	4
C575.514	NGEN	6	1	0	0	0
C101.913.5	NGEN	15	1	1	0	0
C47.112	GEN	40	5	0	4	6
C575.244	NGEN	4	1	0	0	0
C10.106	NGEN	65	3	0	0	0
C101.909.1	NGEN	5	1	0	0	0
C101.424	NGEN	20	1	0	0	0
C579.251	NGEN	1	1	0	0	0
C95.404	NGEN	76	4	1	4	3
1278686127	NGEN	22	3	0	0	5
facebook_corpus_msr_866668	NGEN	5	1	0	0	0
C1040.51	NGEN	4	1	0	0	0
C1048.79	GEN	44	1	0	40	0
C1035.71	NGEN	4	1	0	2	0
C12.137.1	NGEN	82	10	0	0	9
C1049.23	NGEN	2	1	0	0	1
C115.220	NGEN	6	1	0	3	1
C1048.218.2	NGEN	19	1	0	13	1
facebook_corpus_msr_956418	NGEN	221	15	6	220	19
1278705826	NGEN	11	1	1	0	3
C1038.151	NGEN	6	1	0	0	0
C33.15.2	NGEN	11	2	2	0	2
C45.289.2	GEN	11	3	0	0	2
C19.190	GEN	6	1	0	0	0
C45.201	GEN	4	1	0	0	4
C1039.5	NGEN	4	1	0	0	0
C101.157	NGEN	26	3	0	0	3
C1035.46	NGEN	2	1	0	0	0
C101.838	NGEN	6	1	0	0	0
C579.568.5	NGEN	22	1	0	0	2
C575.152	NGEN	8	1	0	0	0
C46.137	GEN	2	1	0	0	0
1251907880841703429	NGEN	10	1	0	0	0
C10.114	NGEN	14	1	0	0	0
C575.601	NGEN	6	1	0	0	0
C575.439.5	NGEN	44	5	0	0	5
facebook_corpus_msr_300374	NGEN	6	1	0	0	0
C38.489	GEN	4	1	0	0	0
C1038.102.1	NGEN	15	4	0	2	4
facebook_corpus_msr_2111189	NGEN	31	1	0	0	3
1278687047	NGEN	14	3	0	0	8
C579.507	GEN	53	3	0	0	10
C1038.207	NGEN	8	1	0	0	3
C95.159	NGEN	141	15	0	3	22
C1035.11	NGEN	4	1	0	2	0
C1040.354	GEN	59	1	0	49	0
C10.88	NGEN	15	2	0	0	2
C46.157	GEN	25	2	0	0	2
C575.391	NGEN	10	1	0	10	0
C95.169	NGEN	0	1	2	0	5
1278697289	NGEN	12	1	0	0	5
C577.176	NGEN	0	1	0	5	0
C1038.209	NGEN	12	1	0	0	1
C575.7	NGEN	14	1	0	0	0
C579.8	NGEN	16	1	0	17	0
C45.553.3	GEN	11	1	0	11	0
C579.540	NGEN	2	1	0	4	0
C95.465.3	NGEN	12	3	0	0	2
C4.1105	GEN	8	3	0	0	2
C1038.28	NGEN	5	1	0	0	0
C579.199	NGEN	3	1	0	0	0
C579.469	NGEN	11	1	0	0	1
C106.38.1	NGEN	1	1	0	5	0
1248580343977762816	NGEN	33	1	1	33	1
C579.637	NGEN	31	1	0	0	1
C579.462	NGEN	24	3	0	0	3
C579.627	NGEN	14	1	0	12	0
C46.229.3	GEN	6	1	0	0	0
C20.265	GEN	4	1	0	0	1
C579.548	NGEN	6	1	1	0	0
C579.63	NGEN	3	2	0	0	2
C130.27	NGEN	5	1	0	1	0
1247816300425932800	NGEN	10	2	0	5	5
C1038.258	NGEN	2	1	0	0	0
C44.251	GEN	15	2	0	0	2
C101.923.1	NGEN	18	1	0	0	0
C59.1647	GEN	3	1	0	0	0
1248226300977754112	NGEN	3	1	0	2	0
C579.781.3	NGEN	57	2	1	0	2
C579.402	NGEN	15	1	0	0	0
facebook_corpus_msr_1805280	NGEN	17	1	0	0	0
C1035.305	NGEN	2	1	0	0	0
1245281797648216065	NGEN	32	2	0	30	2
C95.44	NGEN	2	1	0	2	0
1245276145488023553	NGEN	43	1	0	33	1
C577.290	NGEN	6	2	0	0	2
C577.127	NGEN	48	3	0	35	6
1246062928580640769	NGEN	7	2	0	0	1
C130.160	NGEN	8	2	0	1	4
C579.638.3	NGEN	4	1	2	0	0
1278686094	NGEN	18	2	2	0	6
C579.780.2	NGEN	1	1	0	0	0
1260588656613605382	NGEN	10	2	0	0	2
C577.70	NGEN	29	2	0	0	3
C577.284	NGEN	7	1	0	0	0
C577.66	NGEN	8	1	0	1	1
1264256536744013826	NGEN	19	1	0	0	0
C575.288	NGEN	12	1	0	0	0
C62.236	GEN	11	1	0	9	0
C1037.11	NGEN	7	1	0	5	2
C115.30	NGEN	22	1	0	0	0
1245610754268483585	NGEN	21	2	0	0	4
1278696869	NGEN	8	1	0	0	0
facebook_corpus_msr_1407897	NGEN	289	2	0	244	27
facebook_corpus_msr_716072	NGEN	20	2	0	0	2
C1032.1	NGEN	11	1	0	7	0
C8.301	GEN	89	4	0	0	9
C1035.290.5	NGEN	92	1	0	76	0
C101.395	NGEN	22	2	0	0	1
facebook_corpus_msr_1805754	NGEN	15	1	0	0	0
facebook_corpus_msr_1360502	NGEN	3	1	0	0	1
C45.167	GEN	2	1	0	0	0
C101.715	NGEN	5	1	0	0	0
C1030.92	NGEN	33	1	0	36	0
C101.547	NGEN	11	1	0	4	0
1278695969	NGEN	4	1	0	0	0
C579.518	NGEN	37	1	0	33	0
C579.56	NGEN	5	1	0	4	0
C12.99.2	NGEN	5	1	0	0	0
C1048.150	NGEN	6	1	0	5	0
C130.84	GEN	12	1	0	0	0
C61.1797	GEN	3	1	0	0	0
C1035.169	NGEN	2	1	0	1	0
1278705810	NGEN	11	1	0	0	1
1245623489916055553	NGEN	6	3	0	0	2
C1048.70	GEN	22	1	0	17	0
C579.375	NGEN	4	1	0	0	1
C575.545	NGEN	12	1	0	9	0
C1040.42.1	NGEN	8	1	0	5	0
1245029053804888064	NGEN	73	1	0	56	0
C59.170	GEN	4	1	0	0	0
facebook_corpus_msr_656291	NGEN	5	3	0	0	2
C115.206	NGEN	35	1	0	0	2
C1038.65	NGEN	3	1	0	0	0
C24.356	GEN	12	1	0	3	16
C1040.229	NGEN	70	1	0	62	2
C33.43	NGEN	10	1	0	0	0
C579.281	NGEN	12	1	0	0	0
C575.131	NGEN	2	1	0	0	0
C101.486	NGEN	9	1	0	0	1
C577.178	NGEN	4	2	0	1	1
C10.112	NGEN	6	2	0	3	2
C1040.297	NGEN	12	1	0	0	1
C95.139	NGEN	22	1	0	3	2
C115.165	NGEN	57	1	0	0	1
C1035.17	NGEN	2	1	0	0	0
C1040.8.2	NGEN	24	1	0	17	0
C108.22	GEN	8	1	0	0	0
C575.394	GEN	32	3	1	0	3
C44.174	GEN	16	2	0	2	2
C46.122	GEN	21	2	0	17	2
C101.736	NGEN	27	2	1	0	8
C7.739.1	GEN	12	2	0	1	2
C579.419	NGEN	4	1	0	0	0
1245587603979567105	NGEN	6	1	0	0	0
1245189496863199232	NGEN	31	7	0	0	7
